1.946593, 0.000000
1.815363, 0.940092
0.934416, 0.793909
0.843532, 1.344584
0.289254, 1.919248
1.214148, 1.043733
0.606098, 1.182409
1.412397, 0.598834
1.151830, 0.932157
0.943937, 0.837184
0.409742, 1.820795
0.544450, 0.475051
0.463027, 1.904904
0.126774, 0.524735
1.021699, 0.812952
1.529466, 0.299753
0.657674, 0.291025
0.128117, 0.830409
1.808893, 1.440901
0.372997, 0.501175
1.115085, 1.960692
1.314554, 0.724509
1.649159, 1.703604
1.179662, 0.460952
0.604266, 1.864010
1.061739, 1.400433
1.001801, 0.106082
0.785730, 0.615619
0.979766, 0.945769
1.012238, 0.500809
1.227638, 1.698843
0.641865, 0.808252
0.126408, 1.309000
1.583239, 0.594501
1.159520, 0.366161
1.946287, 0.889920
0.154912, 1.629444
1.724357, 1.902829
0.922391, 1.366008
0.026978, 1.571398
0.847194, 0.819239
1.925596, 1.276223
1.003815, 0.118351
1.975280, 1.524583
0.351451, 1.941343
0.474868, 1.420942
0.574175, 1.244850
1.527940, 0.734153
1.127964, 0.373058
0.966277, 0.375439
1.057161, 1.857540
1.200476, 0.099002
1.143712, 0.220954
1.057405, 1.237220
0.949797, 1.097934
1.669668, 1.284097
0.318369, 0.983978
0.477371, 0.138798
1.893002, 1.926328
0.406507, 0.821558
0.219184, 0.468215
0.284860, 0.474929
1.991638, 1.160436
1.559191, 0.462722
1.006500, 1.950682
1.375469, 1.378948
0.385144, 1.764946
1.085299, 1.779473
1.628834, 1.593127
0.239875, 0.448927
1.067843, 1.390179
1.135472, 1.015534
1.268471, 0.106754
1.971618, 0.725059
1.958800, 1.161351
1.685537, 0.188665
0.036622, 0.665731
0.524613, 1.915403
1.222510, 0.717551
1.419660, 0.441786
0.918790, 1.071383
0.221381, 1.872860
0.839259, 1.501022
1.863094, 1.644520
0.970061, 0.166326
0.510636, 0.321787
1.425398, 0.295785
0.764794, 0.244758
1.760369, 0.498550
1.975097, 0.834315
0.303232, 1.017243
0.730674, 1.370647
1.069796, 1.235389
1.589221, 1.057161
0.822047, 0.750694
1.106052, 1.181616
1.834162, 1.327616
1.227271, 1.187902
0.927824, 0.040834
1.108371, 1.470077
0.339793, 0.923490
1.420942, 0.701804
0.983856, 1.430708
0.210456, 0.513260
1.669546, 1.032929
0.367199, 1.328410
0.841029, 0.250435
1.773003, 0.174505
0.397351, 1.441450
0.186102, 0.277657
0.157903, 1.656850
1.927366, 1.254860
0.534196, 0.874111
0.428663, 1.717093
1.971618, 1.922117
1.708487, 1.094638
0.722983, 1.410077
0.834498, 0.497818
1.517258, 1.973022
0.437757, 1.425092
0.684042, 1.145970
1.339885, 0.131535
0.299020, 1.179724
0.355785, 0.469924
0.910489, 1.110446
1.335429, 1.016877
1.410382, 1.395489
0.505142, 1.296854
1.613269, 0.428236
0.173711, 0.915922
0.103824, 1.244850
1.863094, 0.418958
0.916898, 1.733879
0.927641, 1.680898
1.611927, 0.663350
1.724662, 0.646687
0.304331, 0.836085
1.397565, 0.230659
0.216987, 1.686514
1.335246, 0.189032
1.312662, 0.631672
0.369518, 1.777276
1.572008, 1.488510
0.773522, 0.005249
1.478072, 1.269692
1.123142, 1.302591
0.270394, 1.671621
1.084384, 1.406476
1.531419, 0.565386
0.189032, 1.284829
0.666768, 1.805170
1.661306, 1.907102
1.843440, 0.664388
1.357036, 1.675039
0.946806, 1.214576
0.879604, 1.326456
0.120060, 0.956755
0.933561, 0.123722
0.448012, 1.020417
1.979186, 0.140446
0.347789, 1.240822
0.250008, 0.457595
0.229621, 0.427503
0.197027, 0.083010
0.988922, 1.137547
1.420087, 1.405744
0.893277, 1.264016
1.150609, 0.997711
0.426771, 1.754509
0.347667, 1.576464
1.653127, 0.770287
0.469924, 1.939329
1.661367, 1.599841
